TestcaseName,ItrationCount,JiraTCID,Status,DeviceName,Method Description,JiraTestCaseId,Owner,TestCaseType
com.web.poc.script.Agility_CIS_Automation_Demo.Agility_CIS_Automation_Demo,1,,SKIP,mac-chrome,ZAPPY,null,null,null
